lexeme,cell,form,tier,slot,formative
touer,fut.2sg,t u ʁ a,segmental,3,a
touer,fut.3sg,t u ʁ a,segmental,0,t
touer,fut.3sg,t u ʁ a,segmental,1,u
touer,fut.3sg,t u ʁ a,segmental,2,ʁ
touer,fut.3sg,t u ʁ a,segmental,3,a
touer,fut.1pl,t u ʁ ɔ̃,segmental,0,t
touer,fut.1pl,t u ʁ ɔ̃,segmental,1,u
touer,fut.1pl,t u ʁ ɔ̃,segmental,2,ʁ
touer,fut.1pl,t u ʁ ɔ̃,segmental,4,ɔ̃
touer,fut.2pl,t u ʁ E,segmental,0,t
touer,fut.2pl,t u ʁ E,segmental,1,u
touer,fut.2pl,t u ʁ E,segmental,2,ʁ
touer,fut.2pl,t u ʁ E,segmental,3,E
touer,fut.3pl,t u ʁ ɔ̃,segmental,0,t
touer,fut.3pl,t u ʁ ɔ̃,segmental,1,u
touer,fut.3pl,t u ʁ ɔ̃,segmental,2,ʁ
touer,fut.3pl,t u ʁ ɔ̃,segmental,4,ɔ̃
touer,pst.1sg,t w E,segmental,0,t
touer,pst.1sg,t w E,segmental,2,w
touer,pst.1sg,t w E,segmental,3,E
touer,pst.2sg,t w a,segmental,0,t
touer,pst.2sg,t w a,segmental,2,w
touer,pst.2sg,t w a,segmental,3,a
touer,pst.3sg,t w a,segmental,0,t
touer,pst.3sg,t w a,segmental,2,w
touer,pst.3sg,t w a,segmental,3,a
touer,pst.1pl,t w a m,segmental,0,t
touer,pst.1pl,t w a m,segmental,2,w
touer,pst.1pl,t w a m,segmental,3,a
touer,pst.1pl,t w a m,segmental,4,m
touer,pst.2pl,t w a t,segmental,0,t
touer,pst.2pl,t w a t,segmental,2,w
touer,pst.2pl,t w a t,segmental,3,a
touer,pst.2pl,t w a t,segmental,4,t
touer,pst.3pl,t w E ʁ,segmental,0,t
touer,pst.3pl,t w E ʁ,segmental,2,w
touer,pst.3pl,t w E ʁ,segmental,3,E
touer,pst.3pl,t w E ʁ,segmental,4,ʁ
touer,inf,t w E,segmental,0,t
touer,inf,t w E,segmental,2,w
touer,inf,t w E,segmental,3,E
touer,prs.ptcp,t w ɑ̃,segmental,0,t
touer,prs.ptcp,t w ɑ̃,segmental,2,w
touer,prs.ptcp,t w ɑ̃,segmental,4,ɑ̃
